AB型血	AB型血 🆎️
短褲	短褲 🩳 🩲
血滴	血滴 🩸
血	血 🩸
血液	血液 🩸
創傷貼	創傷貼 🩹
聽診器	聽診器 🩺
溜溜球	溜溜球 🪀
風箏	風箏 🪁
降落傘	降落傘 🪂
土星	土星 🪐
帶環行星	帶環行星 🪐
椅子	椅子 🪑 💺
剃刀	剃刀 🪒
刮鬍刀	刮鬍刀 🪒
刮胡刀	刮胡刀 🪒
斧頭	斧頭 🪓
陶碗油燈	陶碗油燈 🪔
油燈	油燈 🪔
斑鳩琴	斑鳩琴 🪕
班卓琴	班卓琴 🪕
五弦琴	五弦琴 🪕
停止標誌	停止標誌 🛑
速克達	速克達 🛵
豎起掌	豎起掌 🤚🏻‍
竪起掌	竪起掌 🤚🏻‍
豎起手掌	豎起手掌 🤚🏻‍
竪起手掌	竪起手掌 🤚🏻‍
握拳	握拳 👊🏻 ✊🏻‍  🤛🏻‍  🤜🏻‍ 
握右拳	握右拳 🤛🏻‍
握左拳	握左拳 🤜🏻‍
笑翻了	笑翻了 🤣
長鼻子	長鼻子 🤥
哦不	哦不 🤦🏻‍♀️ 🤦🏻‍♂️
西洋劍	西洋劍 🤺
枯萎花朵	枯萎花朵 🥀
威士忌杯	威士忌杯 🥃
湯匙	湯匙 🥄
勺子	勺子 🥄
杓子	杓子 🥄
拳擊手套	拳擊手套 🥊
道服	道服 🥋
可頌	可頌 🥐
酪梨	酪梨 🥑
小黃瓜	小黃瓜 🥒
法國麵包	法國麵包 🥖
生菜沙拉	生菜沙拉 🥗
淺鍋料理	淺鍋料理 🥘
平底鍋	平底鍋 🥘 🍳
淺鍋	淺鍋 🥘 🍳
薄捲餅	薄捲餅 🥙
薄卷餅	薄卷餅 🥙
蝦子	蝦子 🦐
夾餅	夾餅 🌮
冰上曲棍球	冰上曲棍球 🏒
羽球	羽球 🏸
弓箭	弓箭 🏹
白皮膚	白皮膚 🏻
黃皮膚	黃皮膚 🏼
淺褐皮膚	淺褐皮膚 🏽
棕色皮膚	棕色皮膚 🏽
褐皮膚	褐皮膚 🏾
紅皮膚	紅皮膚 🏾
黑皮膚	黑皮膚 🏿
猶太燭台	猶太燭台 🕎
顛倒臉	顛倒臉 🙃
祈禱	祈禱 🛐
貪財	貪財 🤑
貪錢	貪錢 🤑
含溫度計	含溫度計 🤒
搞怪	搞怪 🤓
包繃帶	包繃帶 🤕
繃帶	繃帶 🤕
包紮	包紮 🤕
包扎	包扎 🤕
起司	起司 🧀
起士	起士 🧀
呆呆笑	呆呆笑 🙂
幹	幹 🖕🏻
乾	乾 🖕🏻
資料夾	資料夾 📁
飛機起飛	飛機起飛 🛫
飛機降落	飛機降落 🛬
飛機著陸	飛機著陸 🛬
面無表情	面無表情 😑
無表情	無表情 😑
困擾	困擾 😕
笑臉親親	笑臉親親 😙
慟	慟 😧
嘻嘻嘻	嘻嘻嘻 😬
睡著了	睡著了 💤 😴
向前快轉	向前快轉 ⏩
向後快轉	向後快轉 ⏪
快速向上	快速向上 ⏫
快速向下	快速向下 ⏬
天王星	天王星 ⛢
勾勾	勾勾 ✅ ✔️ ✓
白色勾	白色勾 ✅
白色勾勾	白色勾勾 ✅
舉手	舉手 ✋🏻
閃耀	閃耀 ✨
白色叉	白色叉 ❎
白色叉叉	白色叉叉 ❎
紅色問號	紅色問號 ❓
白色問號	白色問號 ❔
白色驚嘆號	白色驚嘆號 ❕
驚嘆號	驚嘆號 ❕
單環	單環 ➰
撲克牌	撲克牌 🃏
身份	身份 🆔️
身分	身分 🆔️
瑕疵	瑕疵 🆖️
瑕疵品	瑕疵品 🆖️
對戰	對戰 🆚️
服務區	服務區 🈂️
空的	空的 🈳
旭日	旭日 🌅
夕陽	夕陽 🌇
夜橋	夜橋 🌉
子午線	子午線 🌐
朔月	朔月 🌑
眉形新月	眉形新月 🌒
眉月	眉月 🌒 🌘
盈凸月	盈凸月 🌔
虧凸月	虧凸月 🌖
眉形殘月	眉形殘月 🌘
月亮公公	月亮公公 🌚 🌝
微笑滿月	微笑滿月 🌝
微笑太陽	微笑太陽 🌞
太陽公公	太陽公公 🌞
閃爍星星	閃爍星星 🌟
閃星	閃星 🌟
常青樹	常青樹 🌲
冷杉	冷杉 🌲
樅樹	樅樹 🌲
落葉樹	落葉樹 🌳
棕櫚樹	棕櫚樹 🌴
開花	開花 🌼
水稻	水稻 🌾
稻米	稻米 🌾
隨風飄落	隨風飄落 🍃
瓜	瓜 🍈
梨子	梨子 🍐
水梨	水梨 🍐
桃子	桃子 🍑
排骨	排骨 🍖
帶骨肉	帶骨肉 🍖
肉類	肉類 🍖 🍗
禽肉	禽肉 🍗
畜肉	畜肉 🍖
仙貝	仙貝 🍘
拉麵	拉麵 🍜
糯米丸子	糯米丸子 🍡
乾杯吧	乾杯吧 🍻 🥂
焦糖布丁	焦糖布丁 🍮
耶誕老人	耶誕老人 🎅🏻 🧑🏻‍🎄
聖誕老公公	聖誕老公公 🎅🏻
耶誕老公公	耶誕老公公 🎅🏻
五彩紙屑	五彩紙屑 🎊
紀念日	紀念日 🎌
賞月	賞月 🎑
畢業帽	畢業帽 🎓
電影攝影機	電影攝影機 🎥
高筒帽	高筒帽 🎩
場記板	場記板 🎬
電玩	電玩 🎮
吃角子老虎	吃角子老虎 🎰
花牌	花牌 🎴
樂符	樂符 🎶 🎵
電吉他	電吉他 🎸
小號	小號 🎺
樂譜	樂譜 🎼
運動服	運動服 🎽
終點旗	終點旗 🏁
跑者	跑者 🏃🏻
辦公大樓	辦公大樓 🏢
歐洲郵局	歐洲郵局 🏤
旅館	旅館 🏨 🛌🏻
旅舘	旅舘 🏨 🛌🏻
旅捨	旅捨 🏨 🛌🏻
便利商店	便利商店 🏪
超商	超商 🏪
百貨公司	百貨公司 🏬
日式城堡	日式城堡 🏯
歐式城堡	歐式城堡 🏰
小老鼠	小老鼠 🐁
乳牛	乳牛 🐄
藍鯨	藍鯨 🐋
毛蟲	毛蟲 🐛
小雞破蛋	小雞破蛋 🐣
破蛋	破蛋 🐣
無尾熊	無尾熊 🐨
老鼠頭	老鼠頭 🐭
老虎頭	老虎頭 🐯
兔子頭	兔子頭 🐰
猴子頭	猴子頭 🐵
動物腳印	動物腳印 🐾
出拳	出拳 👊🏻‍
遜	遜 👎🏻‍
領帶	領帶 👔
洋裝	洋裝 👗
手拿包	手拿包 👝
肖像	肖像 👤 👥
肖像剪影	肖像剪影 👤 👥
雙人肖像剪影	雙人肖像剪影 👥
雙人肖像	雙人肖像 👥
剪影	剪影 👤 👥
家庭	家庭 👪
一男一女	一男一女 👫
兩個男人	兩個男人 👬
兩個女人	兩個女人 👭
老爺爺	老爺爺 👴🏻‍
老爺	老爺 👴🏻
老奶奶	老奶奶 👵🏻
老婆婆	老婆婆 👵🏻
小寶寶	小寶寶 👶🏻
舞者	舞者 💃🏻 🕺🏻
指甲油	指甲油 💅🏻
針筒	針筒 💉
相愛	相愛 💑🏻
丘比特	丘比特 💘
愛的禮物	愛的禮物 💝
心框	心框 💟
水晶	水晶 💠
菱形鑽石	菱形鑽石 💠
揚塵而去	揚塵而去 💨
揚長而去	揚長而去 💨
揚長	揚長 💨
頭暈目眩	頭暈目眩 😵 💫
頭暈	頭暈 😵 💫
心聲	心聲 💭
心聲對話框	心聲對話框 💭
貨幣兌換	貨幣兌換 💱
日幣	日幣 💴
升值	升值 💹
貨幣升值	貨幣升值 💹
座位	座位 💺
公事包	公事包 💼
磁碟片	磁碟片 💾
打開	打開 📂
打開資料夾	打開資料夾 📂
行事曆	行事曆 📅
行事歷	行事歷 📅
圖表	圖表 📊
寫字夾板	寫字夾板 📋
字版	字版 📋
夾板	夾板 📋
圓圖釘	圓圖釘 📍
迴紋針	迴紋針 📎 🖇️
回紋針	回紋針 📎 🖇️
頁籤	頁籤 📑
頁簽	頁簽 📑
綠色書本	綠色書本 📗
藍色書本	藍色書本 📘
橘色書本	橘色書本 📙
名牌	名牌 📛
捲軸	捲軸 📜
聽筒	聽筒 📞
電話聽筒	電話聽筒 📞
呼叫器	呼叫器 📟
衛星天線	衛星天線 📡
大聲公	大聲公 📢
寄件匣	寄件匣 📤
寄件夾	寄件夾 📤
發件匣	發件匣 📤
發件箱	發件箱 📤
收件箱	收件箱 📥
收件匣	收件匣 📥
收件夾	收件夾 📥
收到郵件	收到郵件 📨 📩
收郵件	收郵件 📨 📩
收信	收信 📨 📩
來信	來信 📨
來郵件	來郵件 📨
寄出郵件	寄出郵件 📩
寄郵件	寄郵件 📩
寄信	寄信 📩
下載郵件	下載郵件 📩
下載信件	下載信件 📩
有郵件	有郵件 📫 📬
有待收郵件	有待收郵件 📫
有新郵件	有新郵件 📬
沒有郵件	沒有郵件 📪 📭
沒郵件	沒郵件 📪 📭
無郵件	無郵件 📪 📭
沒有待收郵件	沒有待收郵件 📪
無待收郵件	無待收郵件 📪
沒有新郵件	沒有新郵件 📭
無新郵件	無新郵件 📭
郵件通知	郵件通知 📯
接電話	接電話 📲
震動模式	震動模式 📳
震動	震動 📳
手機關機	手機關機 📴
訊號強弱	訊號強弱 📶
訊號	訊號 📶
重複播放	重複播放 🔁
重復播放	重復播放 🔁
重複目前單曲	重複目前單曲 🔂
重復目前單曲	重復目前單曲 🔂
重複單曲	重複單曲 🔂
重復單曲	重復單曲 🔂
順時針方向	順時針方向 🔃
順時針	順時針 🔃
順時鐘	順時鐘 🔃
逆時針方向	逆時針方向 🔄
逆時針	逆時針 🔄
逆時鐘	逆時鐘 🔄
低亮度	低亮度 🔅
高亮度	高亮度 🔆
禁音	禁音 🔇
關掉喇叭	關掉喇叭 🔇
關掉聲音	關掉聲音 🔇
鋼筆和鎖	鋼筆和鎖 🔏
鑰匙和鎖	鑰匙和鎖 🔐
鈴鐺	鈴鐺 🔔
按鈕	按鈕 🔘
結束	結束 🔚
開	開 🔛
馬上	馬上 🔜
置頂	置頂 🔝
未成年禁止	未成年禁止 🔞
未成年不宜	未成年不宜 🔞
大寫鍵	大寫鍵 🔠
大寫字母鍵	大寫字母鍵 🔠
小寫鍵	小寫鍵 🔡
小寫字母鍵	小寫字母鍵 🔠
數字鍵	數字鍵 🔢
符號鍵	符號鍵 🔣
拉丁字母鍵	拉丁字母鍵 🔤
字母鍵	字母鍵 🔤
螺絲	螺絲 🔩
初學者	初學者 🔰
日本初學者	日本初學者 🔰
三叉戟	三叉戟 🔱
黑色按鈕	黑色按鈕 🔲
黑色方按鈕	黑色方按鈕 🔲
白色按鈕	白色按鈕 🔳
白色方按鈕	白色方按鈕 🔳
紅色圓形	紅色圓形 🔴
藍色圓形	藍色圓形 🔵
橙色菱形	橙色菱形 🔶 🔸
橘色菱形	橘色菱形 🔶 🔸
藍色菱形	藍色菱形 🔷 🔹
紅色三角	紅色三角 🔺 🔻
向上紅色三角	向上紅色三角 🔺
向下紅色三角	向下紅色三角 🔻
二點半	二點半 🕝
東京鐵塔	東京鐵塔 🗼
笑到流淚	笑到流淚 😂
幸福	幸福 😃
天使笑臉	天使笑臉 😇
惡魔的笑	惡魔的笑 😈
小惡魔	小惡魔 😈
面帶紅霞	面帶紅霞 😊
鬆口氣	鬆口氣 😌
松口氣	松口氣 😌
鬆了口氣	鬆了口氣 😌
松了口氣	松了口氣 😌
花痴	花痴 😍
花癡	花癡 😍
眼鏡臉	眼鏡臉 😎 🤓 🧐
平淡	平淡 😐
親親飛吻	親親飛吻 😘
瞇眼	瞇眼 😚
眯眼	眯眼 😚
瞇眼親親	瞇眼親親 😚
眯眼親親	眯眼親親 😚
要親親	要親親 😚
求吻	求吻 😚
眨眼吐舌頭	眨眼吐舌頭 😜
閉眼吐舌頭	閉眼吐舌頭 😝
眉毛緊皺	眉毛緊皺 😠
嚇死了	嚇死了 😱 🙀
震驚	震驚 😲
驚	驚 😲
愛慕	愛慕 😳
惱怒	惱怒 😤
微笑貓臉	微笑貓臉 😸 😼
微笑貓	微笑貓 😸 😼
微笑的貓	微笑的貓 😸 😼
感動貓臉	感動貓臉 😹
感動的貓	感動的貓 😹
花痴貓臉	花痴貓臉 😻
花癡貓臉	花癡貓臉 😻
花痴的貓	花痴的貓 😻
花癡的貓	花癡的貓 😻
親親貓臉	親親貓臉 😽
親親的貓	親親的貓 😽
生氣貓臉	生氣貓臉 😾
哭的貓臉	哭的貓臉 😿
累的貓臉	累的貓臉 🙀
累的貓	累的貓 🙀
感恩	感恩 🙏🏻‍
無軌電車	無軌電車 🚎
高鐵車頭	高鐵車頭 🚅
路面電車	路面電車 🚊
電纜車	電纜車 🚋
公共汽車	公共汽車 🚍
小型巴士	小型巴士 🚐
警察車	警察車 🚓 🚔
小黃	小黃 🚕 🚖
拖曳機	拖曳機 🚜
單軌	單軌 🚝
山區鐵路	山區鐵路 🚞
懸垂式電車	懸垂式電車 🚟
懸垂式鐵路	懸垂式鐵路 🚟
懸索鐵路	懸索鐵路 🚟
懸索電車	懸索電車 🚟
空中纜車	空中纜車 🚡
直式紅綠燈	直式紅綠燈 🚦
施工中	施工中 🚧
警示燈	警示燈 🚨
警燈	警燈 🚨
警車燈	警車燈 🚨
禁止通行	禁止通行 🚫 ⛔️
禁止吸菸	禁止吸菸 🚭
禁止吸煙	禁止吸煙 🚭
禁止亂丟垃圾	禁止亂丟垃圾 🚯
禁丟垃圾	禁丟垃圾 🚯
禁行自行車	禁行自行車 🚳
禁騎腳踏車	禁騎腳踏車 🚳
禁止行人通行	禁止行人通行 🚷
洗手間	洗手間 🚻
盥洗室	盥洗室 🚻
寶寶室	寶寶室 🚼
母嬰室	母嬰室 🚼
換尿布檯	換尿布檯 🚼
換尿布枱	換尿布枱 🚼
換尿布台	換尿布台 🚼
換尿布臺	換尿布臺 🚼
育嬰室	育嬰室 🚼
泡浴缸	泡浴缸 🛀
護照查驗	護照查驗 🛂
查驗護照	查驗護照 🛂
行李檢查	行李檢查 🛃
檢查行李	檢查行李 🛃
提取行李	提取行李 🛄
提取行李處	提取行李處 🛄
行李提取	行李提取 🛄
行李提取處	行李提取處 🛄
寄物櫃	寄物櫃 🛅
寄存行李	寄存行李 🛅
寄放行李	寄放行李 🛅
寄存行李處	寄存行李處 🛅
寄放行李處	寄放行李處 🛅
行李寄存	行李寄存 🛅
行李寄放	行李寄放 🛅
行李寄存處	行李寄存處 🛅
行李寄放處	行李寄放處 🛅
歌唱	歌唱 〽️
庵點	庵點 〽️
電梯	電梯 🛗
升降梯	升降梯 🛗
一捲報紙	一捲報紙 🗞️
一小撮	一小撮 🤌🏻
一撮	一撮 🤌🏻
一點點	一點點 🤌🏻
一齊	一齊 🧑🏻‍🤝‍🧑🏻
三分褲	三分褲 🩳
三輪車	三輪車 🛺
並肩	並肩 🧑🏻‍🤝‍🧑🏻
人字拖	人字拖 🩴
偽裝	偽裝 🥸
假肢	假肢 🦾 🦿
兄妹	兄妹 👫🏻
兄弟	兄弟 👬🏻
兄弟姐妹	兄弟姐妹 👫🏻
內褲	內褲 🩲
冰壺	冰壺 🥌
創可貼	創可貼 🩹
剃須刀	剃須刀 🪒
剃鬚刀	剃鬚刀 🪒
北極熊	北極熊 🐻‍❄️
華夫	華夫 🧇
華夫餅	華夫餅 🧇
印度寺廟	印度寺廟 🛕
印度神廟	印度神廟 🛕
廁所泵	廁所泵 🪠
雙板	雙板 ⛷️
雙板滑雪	雙板滑雪 ⛷️
可惜	可惜 😮‍💨
吸把	吸把 🪠
通馬桶	通馬桶 🪠
堅強	堅強 🥲
墳地	墳地 🪦
墳墓	墳墓 🪦
基因	基因 🧬
墓	墓 🪦
墓碑	墓碑 🪦
墨西哥粽	墨西哥粽 🫔
哎	哎 😮‍💨
喜馬紅	喜馬紅 🧉
回力鏢	回力鏢 🪃
回旋鏢	回旋鏢 🪃
壺	壺 🫖
大餅	大餅 🫓
頭盔	頭盔 🪖
套娃	套娃 🪆
奶茶	奶茶 🧋
奶酪火鍋	奶酪火鍋 🫕
好奇	好奇 🤔
寵物犬	寵物犬 🐕‍🦺
寵物狗	寵物狗 🐕‍🦺
小強	小強 🪳
少許	少許 🤌🏻
岩石	岩石 🪨
巴拉圭茶	巴拉圭茶 🧉
巴西茶	巴西茶 🧉
掃把	掃把 🧹
幼蟲	幼蟲 🐛
心疼	心疼 ❤️‍🩹
心痛	心痛 ❤️‍🩹
心臟	心臟 🫀
忍者	忍者 🥷🏻
悠悠球	悠悠球 🪀
愚鳩	愚鳩 🦤
手風琴	手風琴 🪗
打哈欠	打哈欠 🥱
抱	抱 🫂 🤗
拖鞋	拖鞋 🩴
掛鏡	掛鏡 🪞
捏著	捏著 🤏🏻
捕鼠器	捕鼠器 🪤
提示牌	提示牌 🪧
標語牌	標語牌 🪧
搋子	搋子 🪠
擕手	擕手 🧑🏻‍🤝‍🧑🏻
攜手	攜手 🧑🏻‍🤝‍🧑🏻
改錐	改錐 🪛
救生服	救生服 🦺
斜眼	斜眼 😏
斧	斧 🪓
斧子	斧子 🪓
新郵件	新郵件 📭
旄牛	旄牛 🦬
旱冰鞋	旱冰鞋 🛼
溜冰鞋	溜冰鞋 ⛸ 🛼
昆蟲	昆蟲 🪲
曱甴	曱甴 🪳
木	木 🪵
木頭	木頭 🪵
木柴	木柴 🪵
未睡醒	未睡醒 😵‍💫
未瞓醒	未瞓醒 😵‍💫
機器腿	機器腿 🦿
機器臂	機器臂 🦾
機械臂	機械臂 🦾
杖	杖 🦯
柺杖	柺杖 🦯
登山杖	登山杖 🦯
板札	板札 🙌🏻
樹獺	樹獺 🦥
核子彈	核子彈 ☢️
核彈	核彈 ☢️
核電	核電 ⚛️
核能	核能 ⚛️
桶	桶 🪣
水桶	水桶 🪣
梯	梯 🪜
梯子	梯子 🪜
棕圓	棕圓 🟤
棕心	棕心 🤎
橄欖	橄欖 🫒
橘色	橘色 🟧
橘黃	橘黃 🟧
橘黃色	橘黃色 🟧
橙	橙 🟧
橙圓	橙圓 🟠
橙色	橙色 🟧
歐圓	歐圓 💶
氂牛	氂牛 🦬
水龍頭	水龍頭 🚰
沒睡醒	沒睡醒 😵‍💫
河狸	河狸 🦫
洋蒜	洋蒜 🧅
浮潛	浮潛 🤿
海獅	海獅 🦭
海豹	海豹 🦭
渡渡鳥	渡渡鳥 🦤
滑雪靴	滑雪靴 🎿
潛水	潛水 🤿
激動	激動 ❤️‍🔥
激情	激情 ❤️‍🔥
火烈鳥	火烈鳥 🦩
火熱	火熱 ❤️‍🔥
熱心	熱心 ❤️‍🔥
熱情	熱情 ❤️‍🔥
牙刷	牙刷 🪥
牛油	牛油 🧈
牽手	牽手 🧑🏻‍🤝‍🧑🏻
狗繩	狗繩 🐕‍🦺
狸	狸 🦫
猛獁	猛獁 🦣
猛瑪象	猛瑪象 🦣
玻璃鏡	玻璃鏡 🪞
珍珠奶茶	珍珠奶茶 🧋
生物科技	生物科技 🧬
生蠔	生蠔 🦪
甲蟲	甲蟲 🪲
疼心	疼心 ❤️‍🩹
痛心	痛心 ❤️‍🩹
白	白 ⬜️
白圓	白圓 ⚪️
白熊	白熊 🐻‍❄️
白色	白色 ⬜️
皮卡	皮卡 🛻
皮納塔	皮納塔 🪅
盆景	盆景 🎍 🪴
盒裝飲料	盒裝飲料 🧃
盔	盔 🪖
盲杖	盲杖 🦯
石	石 🪨
石塊	石塊 🪨
石頭	石頭 🪨
硬幣	硬幣 🪙
睇唔明	睇唔明 😵 😵‍💫
看不明	看不明 😵 😵‍💫
神祕	神祕 😶‍🌫️
神秘	神秘 😶‍🌫️
空氣汙染	空氣汙染 🏭
窗	窗 🪟
窗子	窗子 🪟
窗戶	窗戶 🪟
窩夫	窩夫 🧇
竹	竹 🎍
紅	紅 🟥
紅圓	紅圓 🔴
紅猩猩	紅猩猩 🦧
紅色	紅色 🟥
紅鸛	紅鸛 🦩
紗麗	紗麗 🥻
紙鳶	紙鳶 🪁
紙鷂	紙鷂 🪁
紫	紫 🟪
紫圓	紫圓 🟣
紫色	紫色 🟪
結	結 🪢
綠	綠 🟩
綠圓	綠圓 🟢
線蟲	線蟲 🪱
縫衣針	縫衣針 🪡
繩結	繩結 🪢
羽	羽 🪶
羽毛	羽毛 🪶
老花鏡	老花鏡 👓
肩並肩	肩並肩 🧑🏻‍🤝‍🧑🏻
肺	肺 🫁
自來水	自來水 🚰
自動輪椅	自動輪椅 🦼
芝士火鍋	芝士火鍋 🫕
芭蕾	芭蕾 🩰
芭蕾舞	芭蕾舞 🩰
芭蕾鞋	芭蕾鞋 🩰
蒼蠅	蒼蠅 🪰
茅屋	茅屋 🛖
茅舍	茅舍 🛖
茅草屋	茅草屋 🛖
茅草房	茅草房 🛖
茶壺	茶壺 🫖
草屋	草屋 🛖
草捨	草捨 🛖
蒜	蒜 🧄
蒸汽機車	蒸汽機車 🚂
藍	藍 🟦
藍圓	藍圓 🔵
藍色	藍色 🟦
藍莓	藍莓 🫐
蔬菜球	蔬菜球 🧆
虛偽	虛偽 🥸
虛僞	虛僞 🥸
僞裝	僞裝 🥸
蚵仔	蚵仔 🦪
蛋餅	蛋餅 🥞
蛔蟲	蛔蟲 🪱
螺絲刀	螺絲刀 🪛
螺絲起子	螺絲起子 🪛
蟑螂	蟑螂 🪳
蠕蟲	蠕蟲 🪱
褲頭	褲頭 🩲
誘餌	誘餌 🪤
警示牌	警示牌 🪧
貨卡	貨卡 🛻
赤	赤 🟥
赭圓	赭圓 🟤
赭心	赭心 🤎
輪滑	輪滑 🛼
達瑪爾	達瑪爾 🫔
連體衣	連體衣 🩱
迴力鏢	迴力鏢 🪃
迴旋鏢	迴旋鏢 🪃
邪惡	邪惡 😈
酒杯	酒杯 🥃
野牛	野牛 🦬
金龜子	金龜子 🪲
針線	針線 🪡
鉤	鉤 🪝
鉤子	鉤子 🪝
鋸	鋸 🪚
鋸子	鋸子 🪚
鋼鏰	鋼鏰 🪙
鏡	鏡 🪞
鏡子	鏡子 🪞
鈎	鈎 🪝
鈎子	鈎子 🪝
長明燈	長明燈 🪔
長鼓	長鼓 🪘
非洲鼓	非洲鼓 🪘
阿根廷茶	阿根廷茶 🧉
陷阱	陷阱 🪤
隱秘	隱秘 😶‍🌫️
隱身	隱身 😶‍🌫️
隱祕	隱祕 😶‍🌫️
難	難 😵‍💫
雪靴	雪靴 🎿
青	青 🟦
青圓	青圓 🔵
青椒	青椒 🫑
青色	青色 🟦
靠椅	靠椅 🪑
鋼盔	鋼盔 🪖
餅	餅 🫓
餌	餌 🪤
高腳杯	高腳杯 🍷
鳥羽	鳥羽 🪶
鳩鴿	鳩鴿 🦤
鴞	鴞 🦉
鷹嘴豆餅	鷹嘴豆餅 🧆
黃	黃 🟨
黃包車	黃包車 🛺
黃圓	黃圓 🟡
黃油	黃油 🧈
黃色	黃色 🟨
黑	黑 ⬛️
黑圓	黑圓 ⚫️
黑貓	黑貓 🐈‍⬛
黑色	黑色 ⬛️
鼅鼄	鼅鼄 🕷️
魔棒	魔棒 🪄
跳傘	跳傘 🪂
跨性別	跨性別 ⚧ 🏳‍⚧️
跨性別旗	跨性別旗 🏳‍⚧️
同學	同學 🧑🏻‍🎓
女同學	女同學 👩🏻‍🎓
男同學	男同學 👨🏻‍🎓
同學女	同學女 👩🏻‍🎓
同學男	同學男 👨🏻‍🎓
學生	學生 🤓 🧑🏻‍🎓
學生女	學生女 👩🏻‍🎓
學生男	學生男 👨🏻‍🎓
女學生	女學生 👩🏻‍🎓
男學生	男學生 👨🏻‍🎓
大學生	大學生 🧑🏻‍🎓
大學生女	大學生女 👩🏻‍🎓
大學生男	大學生男 👨🏻‍🎓
女大學生	女大學生 👩🏻‍🎓
男大學生	男大學生 👨🏻‍🎓
博士	博士 🧑🏻‍🎓
博士女	博士女 👩🏻‍🎓
博士男	博士男 👨🏻‍🎓
學士	學士 🎓 🧑🏻‍🎓
學士女	學士女 👩🏻‍🎓
學士男	學士男 👨🏻‍🎓
學長	學長 👨🏻‍🎓
學姐	學姐 👩🏻‍🎓
中產	中產 🧑🏻‍💼
女中產	女中產 👩🏻‍💼
男中產	男中產 👨🏻‍💼
中產女	中產女 👩🏻‍💼
中產男	中產男 👨🏻‍💼
中產階級	中產階級 🧑🏻‍💼
中產階級女	中產階級女 👩🏻‍💼
中產階級男	中產階級男 👨🏻‍💼
職員	職員 🧑🏻‍💼
女職員	女職員 👩🏻‍💼
男職員	男職員 👨🏻‍💼
職員女	職員女 👩🏻‍💼
職員男	職員男 👨🏻‍💼
白領	白領 🧑🏻‍💼
女白領	女白領 👩🏻‍💼
男白領	男白領 👨🏻‍💼
白領女	白領女 👩🏻‍💼
白領男	白領男 👨🏻‍💼
工薪階層	工薪階層 🧑🏻‍💼
工薪階層女	工薪階層女 👩🏻‍💼
工薪階層男	工薪階層男 👨🏻‍💼
跪	跪 🧎🏻
跪男	跪男 🧎🏻‍♂️
跪女	跪女 🧎🏻‍♀️
跪下	跪下 🧎🏻
跪下女	跪下女 🧎🏻‍♀️
跪下男	跪下男 🧎🏻‍♂️
下跪	下跪 🧎🏻
下跪女	下跪女 🧎🏻‍♀️
下跪男	下跪男 🧎🏻‍♂️
跪著	跪著 🧎🏻
跪著女	跪著女 🧎🏻‍♀️
跪著男	跪著男 🧎🏻‍♂️
跪拜	跪拜 🙇🏻 🧎🏻
跪拜女	跪拜女 🙇🏻‍♀️ 🧎🏻‍♀️
跪拜男	跪拜男 🙇🏻‍♂️ 🧎🏻‍♂️
崇拜	崇拜 🙇🏻
崇拜女	崇拜女 🙇🏻‍♀️
崇拜男	崇拜男 🙇🏻‍♂️
磕頭	磕頭 🙇🏻
磕頭女	磕頭女 🙇🏻‍♀️
磕頭男	磕頭男 🙇🏻‍♂️
鞠躬	鞠躬 🙇🏻
鞠躬女	鞠躬女 🙇🏻‍♀️
鞠躬男	鞠躬男 🙇🏻‍♂️
冥想	冥想 🧘🏻
冥想女	冥想女 🧘🏻‍♀️
冥想男	冥想男 🧘🏻‍♂️
女冥想者	女冥想者 🧘🏻‍♀️
男冥想者	男冥想者 🧘🏻‍♂️
盤坐	盤坐 🧘🏻
盤坐女	盤坐女 🧘🏻‍♀️ 🧘🏻‍♂️
盤坐男	盤坐男 🧘🏻‍♀️ 🧘🏻‍♂️
靜坐	靜坐 🧘🏻
靜坐女	靜坐女 🧘🏻‍♀️
靜坐男	靜坐男 🧘🏻‍♂️
盤腿	盤腿 🧘🏻
盤腿女	盤腿女 🧘🏻‍♀️
盤腿男	盤腿男 🧘🏻‍♂️
打坐	打坐 🧘🏻
打坐女	打坐女 🧘🏻‍♀️
打坐男	打坐男 🧘🏻‍♂️
參禪	參禪 🧘🏻
參禪女	參禪女 🧘🏻‍♀️
參禪男	參禪男 🧘🏻‍♂️
聽不見	聽不見 🧏🏻
聽不見女	聽不見女 🧏🏻‍♀️
聽不見男	聽不見男 🧏🏻‍♂️
聽障人士	聽障人士 🧏🏻
聽障人士女	聽障人士女 🧏🏻‍♀️
聽障人士男	聽障人士男 🧏🏻‍♂️
耳聾	耳聾 🧏🏻
耳聾女	耳聾女 🧏🏻‍♀️
耳聾男	耳聾男 🧏🏻‍♂️
聾	聾 🧏🏻
聾女	聾女 🧏🏻‍♀️
聾男	聾男 🧏🏻‍♂️
聾啞	聾啞 🧏🏻
聾啞女	聾啞女 🧏🏻‍♀️
聾啞男	聾啞男 🧏🏻‍♂️
聾啞人	聾啞人 🧏🏻
聾啞人女	聾啞人女 🧏🏻‍♀️
聾啞人男	聾啞人男 🧏🏻‍♂️
聾子	聾子 🧏🏻
聾子女	聾子女 🧏🏻‍♀️
聾子男	聾子男 🧏🏻‍♂️
聽障	聽障 🦻🏻 🧏🏻
聽障女	聽障女 🧏🏻‍♀️
聽障男	聽障男 🧏🏻‍♂️
大鬍子	大鬍子 🧔🏻
大鬍子女	大鬍子女 🧔🏻‍♀️
大鬍子男	大鬍子男 🧔🏻‍♂️
